## ----------------------------------------------------------------------
## ----------------------------------------------------------------------------
## Datos originales obtenidos de-----------------------------------------------
## https://archive.ics.uci.edu/ml/datasets/Individual+household+electric+power+consumption#
## donde se puede obtener más información sobre las variables.-----------------
## ----------------------------------------------------------------------------
## El resumen  es  "Measurements of electric power consumption in one household 
## with a one-minute sampling rate over a period of almost 4 years. Different 
## electrical quantities and some sub-metering values are available."--------- 
## -----------------------------------------------------------------------------
## Se ha agregado los datos por hora, usando promedios de las variables eléctricas.
##  Mathieu Kessler mathieu.kessler@upct.es, febrero 2015.---------------------
## -----------------------------------------------------------------------------
"date_hour";"global_active_power";"global_reactive_power";"voltage";"vlobal_intensity";"sub_metering_1";"sub_metering_2";"sub_metering_3"
2006-12-16 17:00:00;4.22288888888889;0.229;234.643888888889;18.1;0;0.527777777777778;16.8611111111111
2006-12-16 18:00:00;3.6322;0.0800333333333333;234.580166666667;15.6;0;6.71666666666667;16.8666666666667
2006-12-16 19:00:00;3.40023333333333;0.0852333333333333;233.2325;14.5033333333333;0;1.43333333333333;16.6833333333333
2006-12-16 20:00:00;3.26856666666667;0.0751;234.0715;13.9166666666667;0;0;16.7833333333333
2006-12-16 21:00:00;3.05646666666667;0.0766666666666667;237.158666666667;13.0466666666667;0;0.416666666666667;17.2166666666667
2006-12-16 22:00:00;2.20013333333333;0.0561666666666667;238.76;9.52333333333333;0;0.133333333333333;4.43333333333333
2006-12-16 23:00:00;2.0616;0.0714333333333333;240.619666666667;8.89666666666667;0;0.0833333333333333;0
2006-12-17 00:00:00;1.88246666666667;0.102433333333333;240.961833333333;8.12666666666667;0;0.466666666666667;0
2006-12-17 01:00:00;3.3494;0.136933333333333;240.448333333333;14.2466666666667;0;25.2333333333333;0
2006-12-17 02:00:00;1.58726666666667;0.0782333333333333;245.818666666667;6.87;0;0.566666666666667;0
2006-12-17 03:00:00;1.6622;0.0795333333333333;244.5135;7.20666666666667;0;0.766666666666667;0
2006-12-17 04:00:00;2.21576666666667;0.0934666666666667;243.8555;9.33333333333333;0;0.566666666666667;8.88333333333333
2006-12-17 05:00:00;1.99673333333333;0.0602333333333333;243.710166666667;8.56666666666667;0;0.166666666666667;4.65
2006-12-17 06:00:00;1.3033;0.0948333333333333;244.1415;5.53;0;0.716666666666667;0
2006-12-17 07:00:00;1.62003333333333;0.0598;241.845666666667;6.80333333333333;0;0.166666666666667;0
2006-12-17 08:00:00;1.89056666666667;0.118566666666667;241.3115;8.05;0;0.75;0
2006-12-17 09:00:00;2.54906666666667;0.0792333333333333;238.847833333333;10.9733333333333;0;7.31666666666667;0
2006-12-17 10:00:00;3.6289;0.1946;235.441;15.5333333333333;8.88333333333333;22.35;16.15
2006-12-17 11:00:00;2.471;0.2007;236.924666666667;10.4933333333333;9.45;5.01666666666667;17.1833333333333
2006-12-17 12:00:00;1.91586666666667;0.294033333333333;237.784666666667;8.13666666666667;0;0.533333333333333;17.3166666666667
2006-12-17 13:00:00;1.66076666666667;0.171533333333333;239.920666666667;6.92333333333333;0;0.05;17.6166666666667
2006-12-17 14:00:00;2.09263333333333;0.2574;244.045666666667;8.6;0;0.333333333333333;18.2333333333333
2006-12-17 15:00:00;2.9854;0.0886;240.480833333333;12.4266666666667;6.96666666666667;0.2;17.7
2006-12-17 16:00:00;3.32603333333333;0.0931333333333333;236.781833333333;14.0066666666667;8.58333333333333;0.0666666666666667;17.1666666666667
2006-12-17 17:00:00;3.40676666666667;0.166633333333333;234.229833333333;14.51;0;0.466666666666667;16.8166666666667
2006-12-17 18:00:00;3.6971;0.135066666666667;234.372333333333;15.75;0;0;16.8333333333333
2006-12-17 19:00:00;2.9084;0.265166666666667;233.195666666667;12.5166666666667;0;0.516666666666667;16.6833333333333
2006-12-17 20:00:00;3.3615;0.2715;236.4265;14.2766666666667;0;1.11666666666667;17.1166666666667
2006-12-17 21:00:00;3.04076666666667;0.267966666666667;239.104166666667;12.7166666666667;0;1.2;17.5
2006-12-17 22:00:00;1.518;0.235366666666667;242.192333333333;6.38333333333333;0;0.416666666666667;2.5
2006-12-17 23:00:00;0.437733333333333;0.2218;245.734;1.99666666666667;0;0.8;0
2006-12-18 00:00:00;0.276366666666667;0.0990666666666667;244.6075;1.22333333333333;0;0.0333333333333333;0
2006-12-18 01:00:00;0.3133;0.1519;243.519333333333;1.41666666666667;0;0.583333333333333;0
2006-12-18 02:00:00;0.284466666666667;0.109066666666667;246.891;1.25666666666667;0;0;0
2006-12-18 03:00:00;0.309933333333333;0.147766666666667;245.731833333333;1.4;0;0.566666666666667;0
2006-12-18 04:00:00;1.02633333333333;0.08;245.507;4.17666666666667;0;0.0666666666666667;12.55
2006-12-18 05:00:00;0.2935;0.121933333333333;245.253166666667;1.29333333333333;0;0.466666666666667;0
2006-12-18 06:00:00;0.61;0.1129;245.704333333333;2.6;0;0.0833333333333333;0
2006-12-18 07:00:00;2.45043333333333;0.153;240.962333333333;10.22;0.0833333333333333;0.45;11.3
